timestamp,file,parameter,update
2025-07-15T17:21:30.354043,40_A4_10_en.csv,/strategy/gs_work_station/lora_connect_range,"默认
值_en: 'None' -> '5'"
2025-07-15T17:21:30.354044,40_A4_10_en.csv,/device/mcu/forward_dec,﻿﻿﻿分类_en: 'None' -> 'Manual mode'
2025-07-15T17:21:30.354045,40_A4_10_en.csv,/device/mcu/forward_dec,功能_en: 'None' -> 'Manual mode acceleration and decreasing speed'
2025-07-15T17:21:30.354046,40_A4_10_en.csv,/device/mcu/forward_dec,"参数名称_en: 'None' -> 'Forward deceleration in manual mode, 1..500'"
2025-07-15T17:21:30.354046,40_A4_10_en.csv,/device/mcu/forward_dec,参数类型_en: 'None' -> 'int'
2025-07-15T17:21:30.354047,40_A4_10_en.csv,/device/mcu/forward_dec,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354048,40_A4_10_en.csv,/device/mcu/forward_dec,"上
限_en: 'None' -> '500.0'"
2025-07-15T17:21:30.354049,40_A4_10_en.csv,/device/mcu/forward_dec,"默认
值_en: 'None' -> '500'"
2025-07-15T17:21:30.354050,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,﻿﻿﻿分类_en: 'None' -> 'Equipment Control-Cleaner Pump'
2025-07-15T17:21:30.354051,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,功能_en: 'None' -> 'Equipment control-pharmaceuticals (oil cleaning)'
2025-07-15T17:21:30.354051,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,功能说明_en: 'None' -> 'Function description: https://gaussian.yuque.com/vhfwq2/yrna1b/tr33x5'
2025-07-15T17:21:30.354052,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,参数名称_en: 'None' -> 'The oil pollution task triggers the sewage threshold back to the workstation by default'
2025-07-15T17:21:30.354053,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,参数释义_en: 'None' -> 'Sewage accumulation level'
2025-07-15T17:21:30.354054,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,参数类型_en: 'None' -> 'int'
2025-07-15T17:21:30.354054,40_A4_10_en.csv,/strategy/console/dirty_water_consumption_level,"默认
值_en: 'None' -> '60'"
2025-07-15T17:21:30.354055,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,﻿﻿﻿分类_en: 'None' -> 'Sensor - Negative Pressure Sensor'
2025-07-15T17:21:30.354056,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,功能_en: 'None' -> 'Negative pressure detection-'
2025-07-15T17:21:30.354057,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,"功能说明_en: 'None' -> 'Function description: By detecting the negative air pressure of the water tank, we can determine whether the sewage suction pipe is blocked and whether it is leaking;'"
2025-07-15T17:21:30.354057,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,参数名称_en: 'None' -> 'Voltage abnormality (high) duration'
2025-07-15T17:21:30.354058,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,参数释义_en: 'None' -> 'Voltage abnormality (high) duration'
2025-07-15T17:21:30.354059,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,参数类型_en: 'None' -> 'int'
2025-07-15T17:21:30.354060,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,"下
限_en: 'None' -> '4.0'"
2025-07-15T17:21:30.354061,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,"上
限_en: 'None' -> '100.0'"
2025-07-15T17:21:30.354061,40_A4_10_en.csv,/device/scrubber/over_limit_switch_threshold_duration,"默认
值_en: 'None' -> '10'"
2025-07-15T17:21:30.354062,40_A4_10_en.csv,/gaussian_mapping_v5/MAPPING/map_warn_options/max_area_threshold,﻿﻿﻿分类_en: 'None' -> 'Scan the picture/positioning/preliminary'
2025-07-15T17:21:30.354063,40_A4_10_en.csv,/gaussian_mapping_v5/MAPPING/map_warn_options/max_area_threshold,功能_en: 'None' -> 'Scan the map - Area limit'
2025-07-15T17:21:30.354064,40_A4_10_en.csv,/gaussian_mapping_v5/MAPPING/map_warn_options/max_area_threshold,参数名称_en: 'None' -> 'Scan the area limits the maximum area'
2025-07-15T17:21:30.354064,40_A4_10_en.csv,/gaussian_mapping_v5/MAPPING/map_warn_options/max_area_threshold,参数释义_en: 'None' -> 'The area threshold allowed to be built when scanning the map'
2025-07-15T17:21:30.354065,40_A4_10_en.csv,/gaussian_mapping_v5/MAPPING/map_warn_options/max_area_threshold,参数类型_en: 'None' -> 'double'
2025-07-15T17:21:30.354066,40_A4_10_en.csv,/gaussian_mapping_v5/MAPPING/map_warn_options/max_area_threshold,"默认
值_en: 'None' -> '50000'"
2025-07-15T17:21:30.354067,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_edge,﻿﻿﻿分类_en: 'None' -> 'PNC motion control'
2025-07-15T17:21:30.354068,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_edge,功能_en: 'None' -> 'Edge running parameters'
2025-07-15T17:21:30.354068,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_edge,"功能说明_en: 'None' -> 'Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""'"
2025-07-15T17:21:30.354069,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_edge,参数名称_en: 'None' -> 'Wear master switch'
2025-07-15T17:21:30.354070,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_edge,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354071,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_edge,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354072,40_A4_10_en.csv,/strategy/goal_base/using_further_planner,﻿﻿﻿分类_en: 'None' -> 'PNC motion control'
2025-07-15T17:21:30.354073,40_A4_10_en.csv,/strategy/goal_base/using_further_planner,功能_en: 'None' -> '绕大圈'
2025-07-15T17:21:30.354074,40_A4_10_en.csv,/strategy/goal_base/using_further_planner,"功能说明_en: 'None' -> 'When the narrow path is blocked by an obstacle, the planned obstacle avoidance path may be detoured from a distance. In order to prohibit this phenomenon, the system will compare the length of the newly generated path and the original path (skipped part). If the length difference max_path_length_diff and ratio max_path_length_quotien exceed a certain range, the newly generated path needs to be discarded; if using_further_planner is opened, the newly generated path is used; Function description: https://gaussian.yuque.com/dyswnp/newbie/kye9ne?singleDoc# ""Move_base related configuration instructions""'"
2025-07-15T17:21:30.354074,40_A4_10_en.csv,/strategy/goal_base/using_further_planner,参数名称_en: 'None' -> 'The program is not called; large circles are allowed after timeout'
2025-07-15T17:21:30.354075,40_A4_10_en.csv,/strategy/goal_base/using_further_planner,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354076,40_A4_10_en.csv,/strategy/goal_base/using_further_planner,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354077,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,﻿﻿﻿分类_en: 'None' -> 'PNC motion control'
2025-07-15T17:21:30.354077,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,功能_en: 'None' -> 'Edge running parameters'
2025-07-15T17:21:30.354078,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,"功能说明_en: 'None' -> 'Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""'"
2025-07-15T17:21:30.354078,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,参数名称_en: 'None' -> 'Edge virtual wall function switch'
2025-07-15T17:21:30.354079,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354080,40_A4_10_en.csv,/strategy/pnc/edge_scenario/enable_follow_virtual_wall_lines,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354081,40_A4_10_en.csv,/device/anti_drop/anti_drop0/screened,﻿﻿﻿分类_en: 'None' -> 'Sensor-Pneumatic Anti-collision'
2025-07-15T17:21:30.354081,40_A4_10_en.csv,/device/anti_drop/anti_drop0/screened,功能_en: 'None' -> 'Anti-collision function (air pressure)'
2025-07-15T17:21:30.354082,40_A4_10_en.csv,/device/anti_drop/anti_drop0/screened,参数名称_en: 'None' -> 'Anti-fall 0 switch'
2025-07-15T17:21:30.354083,40_A4_10_en.csv,/device/anti_drop/anti_drop0/screened,参数释义_en: 'None' -> 'Green:Shield; Gray:Enable'
2025-07-15T17:21:30.354084,40_A4_10_en.csv,/device/anti_drop/anti_drop0/screened,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354084,40_A4_10_en.csv,/device/anti_drop/anti_drop0/screened,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354085,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,﻿﻿﻿分类_en: 'None' -> 'PNC motion control'
2025-07-15T17:21:30.354086,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,功能_en: 'None' -> 'Edge running parameters'
2025-07-15T17:21:30.354086,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,"功能说明_en: 'None' -> 'Function description: https://gaussian.yuque.com/pnc/yu7uqr/ypzgpucdabgaxem5?singleDoc# ""Introduction to the Edge Capability & Parameter Modification""'"
2025-07-15T17:21:30.354087,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,参数名称_en: 'None' -> 'Real-time automatic coverage of virtual wall switch'
2025-07-15T17:21:30.354088,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,参数释义_en: 'None' -> 'Affects the virtual wall function of M-line stickers and does not affect the virtual wall function of S-line stickers'
2025-07-15T17:21:30.354088,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354089,40_A4_10_en.csv,/strategy/realtime_auto_cover/use_virtual_wall_tracking,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354090,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,﻿﻿﻿分类_en: 'None' -> 'Cleaning equipment control'
2025-07-15T17:21:30.354090,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,功能_en: 'None' -> 'Whether to lift the equipment in the subtask'
2025-07-15T17:21:30.354091,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,"功能说明_en: 'None' -> 'On: Maintain the cleaning mode of the previous subtask between subtasks; Off: Stop cleaning between subtasks, and the end point of the previous subtask will stop washing in advance;'"
2025-07-15T17:21:30.354092,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,参数名称_en: 'None' -> 'Navigation device switch between subtasks'
2025-07-15T17:21:30.354093,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,参数释义_en: 'None' -> 'true: Turn on the device when navigation between subtasks'
2025-07-15T17:21:30.354093,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354094,40_A4_10_en.csv,/strategy/device_controller/is_on_device_during_tasks,"默认
值_en: 'None' -> 'FALSE'"
2025-07-15T17:21:30.354095,40_A4_10_en.csv,/strategy/console/default_coverage_mode,﻿﻿﻿分类_en: 'None' -> '任务类'
2025-07-15T17:21:30.354095,40_A4_10_en.csv,/strategy/console/default_coverage_mode,功能_en: 'None' -> 'Coverage job preference types'
2025-07-15T17:21:30.354096,40_A4_10_en.csv,/strategy/console/default_coverage_mode,功能说明_en: 'None' -> 'https://gaussian.yuque.com/crncal/zcbh0x/ig4t2yebrqw22k54?singleDoc#'
2025-07-15T17:21:30.354096,40_A4_10_en.csv,/strategy/console/default_coverage_mode,参数名称_en: 'None' -> 'Coverage job preference types'
2025-07-15T17:21:30.354097,40_A4_10_en.csv,/strategy/console/default_coverage_mode,参数释义_en: 'None' -> 'standard standard efficiency maximum efficiency coverage maximum coverage'
2025-07-15T17:21:30.354097,40_A4_10_en.csv,/strategy/console/default_coverage_mode,参数类型_en: 'None' -> 'string'
2025-07-15T17:21:30.354098,40_A4_10_en.csv,/strategy/console/default_coverage_mode,"默认
值_en: 'None' -> '""standard""'"
2025-07-15T17:21:30.354100,40_A4_10_en.csv,/device/mcu/backward_dec,﻿﻿﻿分类_en: 'None' -> 'Manual mode'
2025-07-15T17:21:30.354100,40_A4_10_en.csv,/device/mcu/backward_dec,功能_en: 'None' -> 'Manual mode acceleration and decreasing speed'
2025-07-15T17:21:30.354101,40_A4_10_en.csv,/device/mcu/backward_dec,"参数名称_en: 'None' -> 'Back-deceleration speed in manual mode, 1..500'"
2025-07-15T17:21:30.354101,40_A4_10_en.csv,/device/mcu/backward_dec,参数类型_en: 'None' -> 'int'
2025-07-15T17:21:30.354102,40_A4_10_en.csv,/device/mcu/backward_dec,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354103,40_A4_10_en.csv,/device/mcu/backward_dec,"上
限_en: 'None' -> '500.0'"
2025-07-15T17:21:30.354104,40_A4_10_en.csv,/device/scrubber/brush_up_current_threshold,﻿﻿﻿分类_en: 'None' -> 'Equipment control-Brushing plate lift motor'
2025-07-15T17:21:30.354104,40_A4_10_en.csv,/device/scrubber/brush_up_current_threshold,参数名称_en: 'None' -> 'Brushing disc motor rising current threshold'
2025-07-15T17:21:30.354105,40_A4_10_en.csv,/device/scrubber/brush_up_current_threshold,参数类型_en: 'None' -> 'double'
2025-07-15T17:21:30.354105,40_A4_10_en.csv,/device/scrubber/brush_up_current_threshold,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354106,40_A4_10_en.csv,/device/scrubber/brush_up_current_threshold,"上
限_en: 'None' -> '20.0'"
2025-07-15T17:21:30.354106,40_A4_10_en.csv,/device/scrubber/brush_up_current_threshold,"默认
值_en: 'None' -> '0'"
2025-07-15T17:21:30.354107,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,﻿﻿﻿分类_en: 'None' -> 'Pot/charge/add drainage'
2025-07-15T17:21:30.354107,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,功能_en: 'None' -> 'Giving function (one stop and multiple machines)'
2025-07-15T17:21:30.354108,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,参数名称_en: 'None' -> 'The gift function triggers the maximum power'
2025-07-15T17:21:30.354108,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,"参数释义_en: 'None' -> 'When the battery level is higher than this value, automatic charging will no longer be triggered.'"
2025-07-15T17:21:30.354109,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,参数类型_en: 'None' -> 'double'
2025-07-15T17:21:30.354109,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354110,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,"上
限_en: 'None' -> '100.0'"
2025-07-15T17:21:30.354110,40_A4_10_en.csv,/strategy/gs_work_station/yield_highest_power_percent,"默认
值_en: 'None' -> '80'"
2025-07-15T17:21:30.354112,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,﻿﻿﻿分类_en: 'None' -> 'Other equipment-Emergency stop'
2025-07-15T17:21:30.354112,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,功能_en: 'None' -> 'Emergency stop and self-recovery'
2025-07-15T17:21:30.354113,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,"功能说明_en: 'None' -> '自恢复急停在第一次按下急停时，机器人立即停止。 After pressing the emergency stop for the second time, the emergency stop is released and switch to manual mode. https://gaussian.yuque.com/od6ghz/no74yv/ik3ds7prpbzggv1i?singleDoc# ""Emergency Stop Self-Recovery""'"
2025-07-15T17:21:30.354113,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,参数名称_en: 'None' -> 'Countdown time for emergency stop self-recovery'
2025-07-15T17:21:30.354114,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,参数类型_en: 'None' -> 'int'
2025-07-15T17:21:30.354114,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354115,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,"上
限_en: 'None' -> '864000000.0'"
2025-07-15T17:21:30.354116,40_A4_10_en.csv,/strategy/console/emergency_auto_resume_wait_duration,"默认
值_en: 'None' -> '30'"
2025-07-15T17:21:30.354116,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,﻿﻿﻿分类_en: 'None' -> '梯控'
2025-07-15T17:21:30.354117,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,功能_en: 'None' -> 'Ladder control-in/outlet ladder'
2025-07-15T17:21:30.354117,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,参数名称_en: 'None' -> 'Maximum speed for entering and exiting the ladder'
2025-07-15T17:21:30.354118,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,"参数释义_en: 'None' -> 'If the ladder is frequently stuck, it can be changed to a larger size. It is recommended not to exceed 0.6, as it will increase the risk of collision;'"
2025-07-15T17:21:30.354118,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,参数类型_en: 'None' -> 'double'
2025-07-15T17:21:30.354119,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,"下
限_en: 'None' -> '0.2'"
2025-07-15T17:21:30.354119,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,"上
限_en: 'None' -> '1.0'"
2025-07-15T17:21:30.354120,40_A4_10_en.csv,/strategy/elevator_base/take_elevator_velocity,"默认
值_en: 'None' -> '0.4'"
2025-07-15T17:21:30.354121,40_A4_10_en.csv,/strategy/follow_base/force_perform_action,﻿﻿﻿分类_en: 'None' -> 'PNC motion control'
2025-07-15T17:21:30.354121,40_A4_10_en.csv,/strategy/follow_base/force_perform_action,功能_en: 'None' -> 'PNC Others'
2025-07-15T17:21:30.354122,40_A4_10_en.csv,/strategy/follow_base/force_perform_action,功能说明_en: 'None' -> 'https://gaussian.yuque.com/pnc/yu7uqr/zcgg5g?singleDoc# 《导航参数配置说明》https://gaussian.yuque.com/pnc/yu7uqr/wmu4i2?singleDoc# 《导航参数配置说明V2》'
2025-07-15T17:21:30.354122,40_A4_10_en.csv,/strategy/follow_base/force_perform_action,参数名称_en: 'None' -> 'The program is not called; clean it when the navigation starts (not reaching the starting point of the path).'
2025-07-15T17:21:30.354123,40_A4_10_en.csv,/strategy/follow_base/force_perform_action,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354124,40_A4_10_en.csv,/strategy/follow_base/force_perform_action,"默认
值_en: 'None' -> 'FALSE'"
2025-07-15T17:21:30.354124,40_A4_10_en.csv,/device/scrubber/width,﻿﻿﻿分类_en: 'None' -> 'Cleaning configuration class'
2025-07-15T17:21:30.354125,40_A4_10_en.csv,/device/scrubber/width,功能_en: 'None' -> 'Self-applicable cleaning width'
2025-07-15T17:21:30.354125,40_A4_10_en.csv,/device/scrubber/width,功能说明_en: 'None' -> 'https://gaussian.yuque.com/od6ghz/no74yv/txo5rp?singleDoc# 《搭配不同清洁设备的footprint自适应优化》'
2025-07-15T17:21:30.354126,40_A4_10_en.csv,/device/scrubber/width,参数名称_en: 'None' -> 'NUll'
2025-07-15T17:21:30.354127,40_A4_10_en.csv,/device/scrubber/width,参数类型_en: 'None' -> 'double'
2025-07-15T17:21:30.354127,40_A4_10_en.csv,/device/scrubber/width,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354128,40_A4_10_en.csv,/device/scrubber/width,"上
限_en: 'None' -> '1000000.0'"
2025-07-15T17:21:30.354129,40_A4_10_en.csv,/device/scrubber/width,"默认
值_en: 'None' -> '0.4'"
2025-07-15T17:21:30.354130,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,﻿﻿﻿分类_en: 'None' -> 'Sensor-ultrasound'
2025-07-15T17:21:30.354131,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,功能_en: 'None' -> 'The order in which the lower computer accesses this ultrasound'
2025-07-15T17:21:30.354131,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,参数名称_en: 'None' -> '超声3'
2025-07-15T17:21:30.354132,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,参数释义_en: 'None' -> 'The order in which the lower computer accesses this ultrasound'
2025-07-15T17:21:30.354132,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,参数类型_en: 'None' -> 'int'
2025-07-15T17:21:30.354133,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,"下
限_en: 'None' -> '0.0'"
2025-07-15T17:21:30.354133,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,"上
限_en: 'None' -> '7.0'"
2025-07-15T17:21:30.354134,40_A4_10_en.csv,/device/ultrasonic/ultrasonic3/mcu_access_precedence,"默认
值_en: 'None' -> '4'"
2025-07-15T17:21:30.354134,40_A4_10_en.csv,/strategy/checker/update_complete,﻿﻿﻿分类_en: 'None' -> 'NUll'
2025-07-15T17:21:30.354135,40_A4_10_en.csv,/strategy/checker/update_complete,参数名称_en: 'None' -> 'NUll'
2025-07-15T17:21:30.354136,40_A4_10_en.csv,/strategy/checker/update_complete,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354136,40_A4_10_en.csv,/strategy/checker/update_complete,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354137,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,﻿﻿﻿分类_en: 'None' -> 'Pot/charge/add drainage'
2025-07-15T17:21:30.354137,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,功能_en: 'None' -> 'Giving function (one stop and multiple machines)'
2025-07-15T17:21:30.354138,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,功能说明_en: 'None' -> 'https://gaussian.yuque.com/od6ghz/no74yv/gg77ut?singleDoc# 《工作站一站多机说明文档》'
2025-07-15T17:21:30.354138,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,参数名称_en: 'None' -> 'Whether to enable gifts'
2025-07-15T17:21:30.354139,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,参数释义_en: 'None' -> 'Whether to enable gifts'
2025-07-15T17:21:30.354139,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354140,40_A4_10_en.csv,/strategy/gs_work_station/yield_shared_station_enable,"默认
值_en: 'None' -> 'FALSE'"
2025-07-15T17:21:30.354141,40_A4_10_en.csv,/device/anti_drop/anti_drop1/screened,﻿﻿﻿分类_en: 'None' -> 'Sensor-Pneumatic Anti-collision'
2025-07-15T17:21:30.354141,40_A4_10_en.csv,/device/anti_drop/anti_drop1/screened,功能_en: 'None' -> 'Anti-collision function (air pressure)'
2025-07-15T17:21:30.354142,40_A4_10_en.csv,/device/anti_drop/anti_drop1/screened,参数名称_en: 'None' -> 'Anti-fall 1 switch'
2025-07-15T17:21:30.354142,40_A4_10_en.csv,/device/anti_drop/anti_drop1/screened,参数释义_en: 'None' -> 'Green:Shield; Gray:Enable'
2025-07-15T17:21:30.354143,40_A4_10_en.csv,/device/anti_drop/anti_drop1/screened,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354143,40_A4_10_en.csv,/device/anti_drop/anti_drop1/screened,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354144,40_A4_10_en.csv,/strategy/chassis/save_error_flag,﻿﻿﻿分类_en: 'None' -> 'other'
2025-07-15T17:21:30.354145,40_A4_10_en.csv,/strategy/chassis/save_error_flag,功能_en: 'None' -> 'Save fault data'
2025-07-15T17:21:30.354146,40_A4_10_en.csv,/strategy/chassis/save_error_flag,"功能说明_en: 'None' -> 'For alarms that affect the start of the task and cause the task to be suspended, the logs and packets for this period will be automatically transferred to the /root/error_logs folder. The file naming format of the folder is alarm code and time, and the storage time is 7 days. (If you find that there is no logs and packets for the corresponding address during the alarm period, go to the /root/error_logs directory to find it)'"
2025-07-15T17:21:30.354146,40_A4_10_en.csv,/strategy/chassis/save_error_flag,参数名称_en: 'None' -> 'Fault data storage function switch'
2025-07-15T17:21:30.354147,40_A4_10_en.csv,/strategy/chassis/save_error_flag,"参数释义_en: 'None' -> 'If the fault data storage function switch is turned off, the alarm triggering H4 or above, or the content of the alarm at the mvp level cannot be recorded.'"
2025-07-15T17:21:30.354147,40_A4_10_en.csv,/strategy/chassis/save_error_flag,参数类型_en: 'None' -> 'bool'
2025-07-15T17:21:30.354148,40_A4_10_en.csv,/strategy/chassis/save_error_flag,"默认
值_en: 'None' -> 'TRUE'"
2025-07-15T17:21:30.354149,40_A4_10_en.csv,/strategy/move_base/enable_backtracking_rec,﻿﻿﻿分类_en: 'None' -> 'PNC motion control'
